วันเดือนปี,price,ราคาเปิด,สูงสุด,ต่ำสุด,vol,% เปลี่ยน_turtle,Norm_Price,stock
9/12/2013,3.177,3.237,3.267,3.162,226190,0.00%,0.27741689,Turtle
9/11/2013,3.177,3.192,3.282,3.162,253270,0.95%,0.27741689,Turtle
9/10/2013,3.147,3.088,3.476,3.088,2070000,0.45%,0.27359572,Turtle
9/9/2013,3.133,3.177,3.177,3.043,265340,0.97%,0.271812508,Turtle
9/6/2013,3.103,3.088,3.147,3.088,101500,0.49%,0.267991339,Turtle
9/5/2013,3.088,3.088,3.237,3.058,694660,1.48%,0.266080754,Turtle
9/4/2013,3.043,3.058,3.147,3.028,268690,-0.49%,0.260349,Turtle
9/3/2013,3.058,3.013,3.341,2.998,1420000,0.00%,0.262259585,Turtle
9/2/2013,3.058,3.028,3.088,2.983,152180,0.99%,0.262259585,Turtle
8/30/2013,3.028,2.834,3.088,2.834,840000,6.85%,0.258438415,Turtle
8/29/2013,2.834,2.849,2.849,2.804,66500,0.00%,0.233728187,Turtle
8/28/2013,2.834,2.983,2.983,2.73,83260,3.24%,0.233728187,Turtle
8/27/2013,2.745,2.864,2.864,2.685,1140000,-3.65%,0.222392052,Turtle
8/26/2013,2.849,2.983,3.073,2.849,332110,-4.49%,0.235638772,Turtle
8/23/2013,2.983,3.058,3.088,2.968,127780,-1.00%,0.252706662,Turtle
8/22/2013,3.013,3.088,3.088,2.998,263190,-3.83%,0.256527831,Turtle
8/21/2013,3.133,3.103,3.177,3.103,170950,-1.85%,0.271812508,Turtle
8/20/2013,3.192,3.192,3.207,3.103,334790,-3.18%,0.279327474,Turtle
8/19/2013,3.297,3.505,3.505,3.297,396330,-6.73%,0.292701567,Turtle
8/16/2013,3.535,3.535,3.58,3.52,75080,0.00%,0.323016176,Turtle
8/15/2013,3.535,3.565,3.565,3.535,117180,-0.84%,0.323016176,Turtle
8/14/2013,3.565,3.67,3.67,3.535,353160,-1.25%,0.326837346,Turtle
8/13/2013,3.61,3.61,3.67,3.565,212110,2.56%,0.332569099,Turtle
8/9/2013,3.52,3.625,3.64,3.52,257970,-3.69%,0.321105592,Turtle
8/8/2013,3.655,3.491,3.67,3.491,805810,3.84%,0.338300853,Turtle
8/7/2013,3.52,3.58,3.595,3.446,294030,-1.68%,0.321105592,Turtle
8/6/2013,3.58,3.491,3.699,3.491,628420,2.14%,0.32874793,Turtle
8/5/2013,3.505,3.52,3.565,3.446,448490,0.00%,0.319195007,Turtle
8/2/2013,3.505,3.699,3.699,3.505,1630000,-3.71%,0.319195007,Turtle
8/1/2013,3.64,3.841,3.841,3.625,1050000,-2.39%,0.336390269,Turtle
7/31/2013,3.729,4.102,4.251,3.714,4420000,-9.09%,0.347726404,Turtle
7/30/2013,4.102,4.363,4.512,4.028,4640000,-5.18%,0.395236276,Turtle
7/29/2013,4.326,3.916,4.55,3.916,10760000,8.42%,0.423767673,Turtle
7/26/2013,3.99,3.99,4.065,3.841,1570000,0.00%,0.380970577,Turtle
7/25/2013,3.99,4.4,4.475,3.99,3070000,-10.09%,0.380970577,Turtle
7/24/2013,4.438,4.438,4.736,4.289,8950000,0.00%,0.438033372,Turtle
7/23/2013,4.438,4.699,4.96,4.214,17690000,7.22%,0.438033372,Turtle
7/19/2013,4.139,3.237,4.139,3.237,8280000,29.06%,0.399949051,Turtle
7/18/2013,3.207,3.177,3.252,3.162,188780,1.42%,0.281238059,Turtle
7/17/2013,3.162,3.177,3.312,3.133,1390000,-2.77%,0.275506305,Turtle
7/16/2013,3.252,3.252,3.252,3.133,118520,0.93%,0.286969813,Turtle
7/15/2013,3.222,3.237,3.341,3.133,409740,0.47%,0.283148643,Turtle
7/12/2013,3.207,3.207,3.222,3.133,40630,1.42%,0.281238059,Turtle
7/11/2013,3.162,3.058,3.162,3.058,28290,4.95%,0.275506305,Turtle
7/10/2013,3.013,3.162,3.162,2.983,123080,-1.95%,0.256527831,Turtle
7/9/2013,3.073,3.058,3.103,3.043,87280,-2.81%,0.264170169,Turtle
7/8/2013,3.162,3.162,3.177,3.133,184220,-0.94%,0.275506305,Turtle
7/5/2013,3.192,3.207,3.207,3.133,188510,0.00%,0.279327474,Turtle
7/4/2013,3.192,3.222,3.222,3.192,90770,-0.47%,0.279327474,Turtle
7/3/2013,3.207,3.326,3.356,3.162,491130,-2.29%,0.281238059,Turtle
7/2/2013,3.282,3.252,3.341,3.192,1460000,0.92%,0.290790982,Turtle
6/28/2013,3.252,3.401,3.401,3.252,318300,0.93%,0.286969813,Turtle
6/27/2013,3.222,3.252,3.446,3.162,1030000,1.90%,0.283148643,Turtle
6/26/2013,3.162,3.147,3.58,3.133,1830000,0.93%,0.275506305,Turtle
6/25/2013,3.133,3.505,3.505,2.834,1620000,-10.25%,0.271812508,Turtle
6/24/2013,3.491,3.729,3.729,3.476,198970,-6.38%,0.317411795,Turtle
6/21/2013,3.729,3.804,3.804,3.714,153380,-0.98%,0.347726404,Turtle
6/20/2013,3.766,4.177,4.177,3.729,1560000,-9.84%,0.35243918,Turtle
6/19/2013,4.177,4.326,4.326,4.139,23060,-5.07%,0.404789199,Turtle
6/18/2013,4.4,4.214,4.55,4.065,549450,4.41%,0.433193224,Turtle
6/17/2013,4.214,4.512,4.55,4.102,178190,-7.38%,0.409501974,Turtle
6/14/2013,4.55,4.139,4.55,4.139,88220,11.93%,0.45229907,Turtle
6/13/2013,4.065,4.326,4.475,3.729,123750,-6.03%,0.3905235,Turtle
6/12/2013,4.326,4.55,4.55,4.326,85140,-3.33%,0.423767673,Turtle
6/11/2013,4.475,4.773,4.773,4.475,59130,-6.98%,0.442746147,Turtle
6/10/2013,4.811,4.848,4.848,4.811,40360,0.00%,0.485543243,Turtle
6/7/2013,4.811,4.773,4.923,4.773,48800,0.80%,0.485543243,Turtle
6/6/2013,4.773,4.923,4.96,4.773,102170,-3.05%,0.480703095,Turtle
6/5/2013,4.923,5.034,5.072,4.923,42900,0.00%,0.499808942,Turtle
6/4/2013,4.923,5.184,5.184,4.923,78300,0.00%,0.499808942,Turtle
6/3/2013,4.923,5.146,5.146,4.736,83130,-4.33%,0.499808942,Turtle
5/31/2013,5.146,5.184,5.184,5.109,86350,0.00%,0.528212967,Turtle
5/30/2013,5.146,5.221,5.221,5.072,91980,-2.13%,0.528212967,Turtle
5/29/2013,5.258,5.258,5.333,5.258,50010,0.71%,0.542478665,Turtle
5/28/2013,5.221,5.258,5.333,5.221,69850,-0.70%,0.53776589,Turtle
5/27/2013,5.258,5.37,5.37,5.109,171080,-2.09%,0.542478665,Turtle
5/23/2013,5.37,5.445,5.445,5.221,313210,-2.70%,0.556744364,Turtle
5/22/2013,5.519,5.594,5.631,5.482,38480,-1.99%,0.575722838,Turtle
5/21/2013,5.631,5.743,5.743,5.594,15550,0.00%,0.589988536,Turtle
5/20/2013,5.631,5.631,5.668,5.594,54840,-0.65%,0.589988536,Turtle
5/17/2013,5.668,5.631,5.743,5.519,291480,-1.94%,0.594701312,Turtle
5/16/2013,5.78,5.818,5.818,5.668,161970,-0.65%,0.608967011,Turtle
5/15/2013,5.818,5.855,5.967,5.818,150300,-0.63%,0.613807158,Turtle
5/14/2013,5.855,5.967,5.967,5.855,78300,-1.88%,0.618519934,Turtle
5/13/2013,5.967,6.041,6.041,5.929,26550,-2.44%,0.632785632,Turtle
5/10/2013,6.116,6.004,6.116,5.855,124160,0.61%,0.651764106,Turtle
5/9/2013,6.079,6.041,6.116,6.004,104310,1.88%,0.647051331,Turtle
5/8/2013,5.967,5.929,6.079,5.929,26950,1.27%,0.632785632,Turtle
5/7/2013,5.892,5.967,6.004,5.855,139170,-1.87%,0.623232709,Turtle
5/3/2013,6.004,6.041,6.228,5.967,104580,-2.42%,0.637498408,Turtle
5/2/2013,6.153,6.34,6.34,6.153,98280,-1.79%,0.656476882,Turtle
4/30/2013,6.265,6.414,6.489,6.265,364290,-1.18%,0.670742581,Turtle
4/29/2013,6.34,6.228,6.489,6.228,193470,3.04%,0.680295504,Turtle
4/26/2013,6.153,6.079,6.153,6.041,127370,1.22%,0.656476882,Turtle
4/25/2013,6.079,6.004,6.079,6.004,18900,1.88%,0.647051331,Turtle
4/24/2013,5.967,6.004,6.153,5.967,77090,-0.62%,0.632785632,Turtle
4/23/2013,6.004,5.967,6.19,5.967,125500,1.90%,0.637498408,Turtle
4/22/2013,5.892,5.892,5.967,5.892,58460,0.00%,0.623232709,Turtle
4/19/2013,5.892,5.967,6.041,5.892,163980,-0.62%,0.623232709,Turtle
4/18/2013,5.929,5.743,6.004,5.743,170140,0.63%,0.627945485,Turtle
4/17/2013,5.892,5.818,5.967,5.78,121880,-1.26%,0.623232709,Turtle
4/12/2013,5.967,5.967,5.967,5.78,65970,2.56%,0.632785632,Turtle
4/11/2013,5.818,5.818,5.818,5.631,66640,3.32%,0.613807158,Turtle
4/10/2013,5.631,5.333,5.818,5.295,894030,3.42%,0.589988536,Turtle
4/9/2013,5.445,5.967,6.19,5.445,422480,-8.75%,0.566297287,Turtle
4/5/2013,5.967,6.116,6.153,5.967,117590,-2.44%,0.632785632,Turtle
4/4/2013,6.116,5.967,6.116,5.892,336400,-1.20%,0.651764106,Turtle
4/3/2013,6.19,6.377,6.713,6.19,885980,-2.37%,0.661189657,Turtle
4/2/2013,6.34,6.601,6.601,6.34,391100,-3.40%,0.680295504,Turtle
4/1/2013,6.563,6.713,6.713,6.563,280090,-2.77%,0.708699529,Turtle
3/29/2013,6.75,6.936,6.936,6.75,365900,-2.68%,0.732518151,Turtle
3/28/2013,6.936,7.011,7.085,6.75,515800,-1.59%,0.7562094,Turtle
3/27/2013,7.048,6.974,7.048,6.824,383600,3.85%,0.770475099,Turtle
3/26/2013,6.787,6.824,6.824,6.75,293900,1.10%,0.737230926,Turtle
3/25/2013,6.713,6.824,6.824,6.451,399690,4.66%,0.727805375,Turtle
3/22/2013,6.414,6.862,6.862,6.34,689830,-6.01%,0.689721055,Turtle
3/21/2013,6.824,6.936,7.085,6.824,567010,-4.69%,0.741943701,Turtle
3/20/2013,7.16,7.533,7.533,6.563,638080,-1.04%,0.784740797,Turtle
3/19/2013,7.235,7.98,8.055,7.235,970720,-10.18%,0.794293721,Turtle
3/18/2013,8.055,8.204,8.279,7.98,491530,-3.57%,0.898739014,Turtle
3/15/2013,8.353,8.577,8.801,8.204,989890,-2.61%,0.936695962,Turtle
3/14/2013,8.577,8.875,9.174,8.353,3490000,-1.71%,0.96522736,Turtle
3/13/2013,8.726,6.787,8.726,6.787,3920000,29.99%,0.984205834,Turtle
3/12/2013,6.713,7.085,7.16,6.675,2760000,-12.19%,0.727805375,Turtle
3/11/2013,7.645,7.645,7.691,6.811,3000000,-1.79%,0.846516367,Turtle
3/8/2013,7.784,8.34,8.34,7.784,1980000,-6.14%,0.864221118,Turtle
3/7/2013,8.293,8.757,8.849,8.293,1630000,-3.24%,0.929053624,Turtle
3/6/2013,8.571,8.386,8.664,8.247,2660000,3.35%,0.964463126,Turtle
3/5/2013,8.293,8.479,8.479,8.201,1040000,-0.56%,0.929053624,Turtle
3/4/2013,8.34,8.386,9.035,8.201,3310000,-0.55%,0.935040122,Turtle
3/1/2013,8.386,8.803,8.849,8.34,1970000,-2.16%,0.940899249,Turtle
2/28/2013,8.571,8.062,9.313,7.969,7860000,5.11%,0.964463126,Turtle
2/27/2013,8.154,8.757,8.757,7.923,1840000,-2.23%,0.911348873,Turtle
2/26/2013,8.34,9.405,10.054,7.784,8370000,-1.09%,0.935040122,Turtle
2/22/2013,8.432,7.645,8.432,7.459,8330000,29.98%,0.946758375,Turtle
2/21/2013,6.487,5.05,6.487,4.958,9460000,29.64%,0.699019233,Turtle
2/20/2013,5.004,4.17,5.328,4.124,6490000,21.34%,0.510126099,Turtle
2/19/2013,4.124,4.077,4.309,4.077,1970000,1.15%,0.398038466,Turtle
2/18/2013,4.077,4.263,4.263,4.008,2190000,-5.38%,0.392051968,Turtle
2/15/2013,4.309,4.054,4.402,4.031,609510,3.33%,0.421602344,Turtle
2/14/2013,4.17,4.263,4.263,4.124,608000,-2.71%,0.403897593,Turtle
2/13/2013,4.286,4.263,4.309,4.239,78560,1.11%,0.418672781,Turtle
2/12/2013,4.239,4.332,4.355,4.239,251230,-1.10%,0.412686282,Turtle
2/11/2013,4.286,4.332,4.355,4.286,167490,-1.06%,0.418672781,Turtle
2/8/2013,4.332,4.263,4.355,4.216,159070,1.62%,0.424531907,Turtle
2/7/2013,4.263,4.239,4.309,4.17,432530,1.11%,0.415743217,Turtle
2/6/2013,4.216,4.517,4.517,4.17,646850,-4.23%,0.409756719,Turtle
2/5/2013,4.402,4.309,4.448,4.309,408350,-1.54%,0.433447968,Turtle
2/4/2013,4.471,4.633,4.633,4.216,756710,2.66%,0.442236658,Turtle
2/1/2013,4.355,4.054,4.355,4.054,505910,7.42%,0.42746147,Turtle
1/31/2013,4.054,3.961,4.494,3.938,1160000,2.35%,0.389122405,Turtle
1/30/2013,3.961,3.846,3.961,3.822,564830,5.54%,0.37727678,Turtle
1/29/2013,3.753,3.799,3.822,3.753,532890,0.62%,0.35078334,Turtle
1/28/2013,3.73,3.799,3.799,3.707,732750,1.28%,0.347853777,Turtle
1/25/2013,3.683,3.66,3.753,3.66,531810,3.22%,0.341867278,Turtle
1/24/2013,3.568,3.591,3.683,3.544,511520,0.00%,0.327219462,Turtle
1/23/2013,3.568,3.66,3.683,3.544,567850,-3.75%,0.327219462,Turtle
1/22/2013,3.707,3.707,3.73,3.637,629800,1.28%,0.344924213,Turtle
1/21/2013,3.66,3.475,3.683,3.452,1160000,7.49%,0.338937715,Turtle
1/18/2013,3.405,3.475,3.475,3.405,297420,0.00%,0.306457776,Turtle
1/17/2013,3.405,3.475,3.544,3.405,520160,-3.29%,0.306457776,Turtle
1/16/2013,3.521,3.475,3.568,3.452,462960,1.32%,0.321232964,Turtle
1/15/2013,3.475,3.475,3.521,3.475,803970,1.34%,0.315373838,Turtle
1/14/2013,3.429,3.359,3.452,3.359,182810,3.50%,0.309514712,Turtle
1/11/2013,3.313,3.336,3.382,3.266,187340,-0.69%,0.294739524,Turtle
1/10/2013,3.336,3.382,3.382,3.336,599150,-1.36%,0.297669087,Turtle
1/9/2013,3.382,3.382,3.568,3.382,595480,-1.37%,0.303528213,Turtle
1/8/2013,3.429,3.498,3.498,3.382,168560,-1.97%,0.309514712,Turtle
1/7/2013,3.498,3.498,3.498,3.174,438570,0.00%,0.318303401,Turtle
1/4/2013,3.498,3.498,3.568,3.475,240010,0.00%,0.318303401,Turtle
1/3/2013,3.498,3.568,3.637,3.475,614470,1.33%,0.318303401,Turtle
1/2/2013,3.452,3.405,3.568,3.405,718720,2.77%,0.312444275,Turtle
